KinArMFt,Terulet,Terasz,Szoba,Felszoba,Furdoszoba,Emelet,DeliTaj,Buda,Pest,Kerulet,Terulet_70,Terasz_5,Szoba_2,Felszoba_1,Furdoszoba_1,Emelet_2,DeliTaj_1,Buda_1,OSzoba,stKinAr,stTerulet,stTerasz,stSzoba,stFelszoba,stFurdoszoba,stEmelet,stDeliTaj,stBuda,B_Terulet,B_Terasz,B_Szoba,B_Felszoba,B_Furdoszoba,B_Emelet,B_DeliTaj,P_Terulet,P_Terasz,P_Szoba,P_Felszoba,P_Furdoszoba,P_Emelet,P_DeliTaj,Emelet2,TeruletSzoba,TeruletFelszoba,BudaSzoba
24.5,53,6,2,0,1,2,0,1,0,11,-17,1,0,-1,0,0,-1,0,2,-0.1016119437,-0.5684955995,0.0571187741,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,53,6,2,0,1,2,0,0,0,0,0,0,0,0,4,106,0,2
22.9,53,6,2,1,1,1,1,1,0,11,-17,1,0,0,0,-1,0,0,2.5,-0.1830956455,-0.5684955995,0.0571187741,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,53,6,2,1,1,1,1,0,0,0,0,0,0,0,1,106,53,2
15.6,53,2,2,0,1,4,1,1,0,11,-17,-3,0,-1,0,2,0,0,2,-0.554865035,-0.5684955995,-0.2710749176,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,0.9537707423,1.0904974818,53,2,2,0,1,4,1,0,0,0,0,0,0,0,16,106,0,2
14.4,53,3,2,0,1,2,1,1,0,11,-17,-2,0,-1,0,0,0,0,2,-0.6159778113,-0.5684955995,-0.1890264947,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,53,3,2,0,1,2,1,0,0,0,0,0,0,0,4,106,0,2
10.9,53,0,3,2,1,0,0,1,0,11,-17,-5,1,1,0,-2,-1,0,4,-0.794223409,-0.5684955995,-0.4351717635,0.339881626,2.5752504945,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,53,0,3,2,1,0,0,0,0,0,0,0,0,0,0,159,106,3
22,55,7,2,1,1,1,0,1,0,11,-15,2,0,0,0,-1,-1,0,2.5,-0.2289302278,-0.5210834794,0.139167197,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,55,7,2,1,1,1,0,0,0,0,0,0,0,0,1,110,55,2
14.9,55,7,2,0,1,2,1,1,0,11,-15,2,0,-1,0,0,0,0,2,-0.5905141545,-0.5210834794,0.139167197,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,55,7,2,0,1,2,1,0,0,0,0,0,0,0,4,110,0,2
19.2,57,0,2,0,1,0,1,1,0,11,-13,-5,0,-1,0,-2,0,0,2,-0.371526706,-0.4736713593,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,57,0,2,0,1,0,1,0,0,0,0,0,0,0,0,114,0,2
13.9,57,0,2,0,1,0,1,1,0,11,-13,-5,0,-1,0,-2,0,0,2,-0.6414414682,-0.4736713593,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,57,0,2,0,1,0,1,0,0,0,0,0,0,0,0,114,0,2
15.9,59,6,3,1,1,2,1,1,0,11,-11,1,1,0,0,0,0,0,3.5,-0.5395868409,-0.4262592392,0.0571187741,0.339881626,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,59,6,3,1,1,2,1,0,0,0,0,0,0,0,4,177,59,3
16.5,60,0,3,0,1,3,1,1,0,11,-10,-5,1,-1,0,1,0,0,3,-0.5090304527,-0.4025531791,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,60,0,3,0,1,3,1,0,0,0,0,0,0,0,9,180,0,3
19.2,61,5,3,1,1,8,0,1,0,11,-9,0,1,0,0,6,-1,0,3.5,-0.371526706,-0.378847119,-0.0249296488,0.339881626,0.9709960881,-0.2942849861,3.5234950705,-1.0477242781,1.0904974818,61,5,3,1,1,8,0,0,0,0,0,0,0,0,64,183,61,3
22.5,62,12,2,1,1,2,1,1,0,11,-8,7,0,0,0,0,0,0,2.5,-0.203466571,-0.355141059,0.5494093117,-0.4854613208,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,62,12,2,1,1,2,1,0,0,0,0,0,0,0,4,124,62,2
29.9,62,3,3,1,1,1,1,1,0,11,-8,-2,1,0,0,-1,0,0,3.5,0.1733955498,-0.355141059,-0.1890264947,0.339881626,0.9709960881,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,62,3,3,1,1,1,1,0,0,0,0,0,0,0,1,186,62,3
19.9,62,0,3,0,1,2,1,1,0,11,-8,-5,1,-1,0,0,0,0,3,-0.3358775864,-0.355141059,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,62,0,3,0,1,2,1,0,0,0,0,0,0,0,4,186,0,3
18.9,64,4,3,2,1,1,1,1,0,11,-6,-1,1,1,0,-1,0,0,4,-0.3868049,-0.3077289389,-0.1069780718,0.339881626,2.5752504945,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,64,4,3,2,1,1,1,0,0,0,0,0,0,0,1,192,128,3
14.9,67,0,2,0,1,1,1,1,0,11,-3,-5,0,-1,0,-1,0,0,2,-0.5905141545,-0.2366107587,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,67,0,2,0,1,1,1,0,0,0,0,0,0,0,1,134,0,2
16.9,70,0,2,0,1,4,1,1,0,11,0,-5,0,-1,0,2,0,0,2,-0.4886595273,-0.1654925785,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,0.9537707423,1.0904974818,70,0,2,0,1,4,1,0,0,0,0,0,0,0,16,140,0,2
30.9,70,0,3,0,1,1,1,1,0,11,0,-5,1,-1,0,-1,0,0,3,0.2243228634,-0.1654925785,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,70,0,3,0,1,1,1,0,0,0,0,0,0,0,1,210,0,3
15.9,70,2,3,1,1,3,0,1,0,11,0,-3,1,0,0,1,-1,0,3.5,-0.5395868409,-0.1654925785,-0.2710749176,0.339881626,0.9709960881,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,70,2,3,1,1,3,0,0,0,0,0,0,0,0,9,210,70,3
30.5,74,2,2,0,0,3,0,1,0,11,4,-3,0,-1,-1,1,-1,0,2,0.203951938,-0.0706683383,-0.2710749176,-0.4854613208,-0.6332583183,-2.6722429774,0.6304595244,-1.0477242781,1.0904974818,74,2,2,0,0,3,0,0,0,0,0,0,0,0,9,148,0,2
16.6,75,0,3,1,1,5,1,1,0,11,5,-5,1,0,0,3,0,0,3.5,-0.5039377214,-0.0469622782,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,1.7876737428,0.9537707423,1.0904974818,75,0,3,1,1,5,1,0,0,0,0,0,0,0,25,225,75,3
15,77,0,2,0,1,0,0,1,0,11,7,-5,0,-1,0,-2,-1,0,2,-0.5854214232,0.0004498419,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,77,0,2,0,1,0,0,0,0,0,0,0,0,0,0,154,0,2
17.9,77,10,3,0,1,1,0,1,0,11,7,5,1,-1,0,-1,-1,0,3,-0.4377322137,0.0004498419,0.3853124658,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,77,10,3,0,1,1,0,0,0,0,0,0,0,0,1,231,0,3
20.9,79,3,2,0,1,2,0,1,0,11,9,-2,0,-1,0,0,-1,0,2,-0.2849502728,0.047861962,-0.1890264947,-0.4854613208,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,79,3,2,0,1,2,0,0,0,0,0,0,0,0,4,158,0,2
27.5,79,4,3,0,1,1,0,1,0,11,9,-1,1,-1,0,-1,-1,0,3,0.0511699971,0.047861962,-0.1069780718,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,79,4,3,0,1,1,0,0,0,0,0,0,0,0,1,237,0,3
27,79,20,3,0,1,0,0,1,0,11,9,15,1,-1,0,-2,-1,0,3,0.0257063403,0.047861962,1.2057966951,0.339881626,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,79,20,3,0,1,0,0,0,0,0,0,0,0,0,0,237,0,3
21.5,80,0,2,0,1,1,1,1,0,11,10,-5,0,-1,0,-1,0,0,2,-0.2543938846,0.0715680221,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,80,0,2,0,1,1,1,0,0,0,0,0,0,0,1,160,0,2
17.7,80,2,3,0,1,2,0,1,0,11,10,-3,1,-1,0,0,-1,0,3,-0.4479176764,0.0715680221,-0.2710749176,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,80,2,3,0,1,2,0,0,0,0,0,0,0,0,4,240,0,3
24.9,81,1,2,0,1,4,0,1,0,11,11,-4,0,-1,0,2,-1,0,2,-0.0812410183,0.0952740821,-0.3531233406,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,-1.0477242781,1.0904974818,81,1,2,0,1,4,0,0,0,0,0,0,0,0,16,162,0,2
23.9,81,0,2,0,1,0,0,1,0,11,11,-5,0,-1,0,-2,-1,0,2,-0.1321683319,0.0952740821,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,81,0,2,0,1,0,0,0,0,0,0,0,0,0,0,162,0,2
26.5,82,5,3,1,1,3,1,1,0,11,12,0,1,0,0,1,0,0,3.5,0.0002426835,0.1189801422,-0.0249296488,0.339881626,0.9709960881,-0.2942849861,0.6304595244,0.9537707423,1.0904974818,82,5,3,1,1,3,1,0,0,0,0,0,0,0,9,246,82,3
22.2,83,0,4,0,1,1,1,1,0,11,13,-5,2,-1,0,-1,0,0,4,-0.2187447651,0.1426862022,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,83,0,4,0,1,1,1,0,0,0,0,0,0,0,1,332,0,4
23.9,84,0,3,0,1,0,1,1,0,11,14,-5,1,-1,0,-2,0,0,3,-0.1321683319,0.1663922623,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,84,0,3,0,1,0,1,0,0,0,0,0,0,0,0,252,0,3
20.5,86,2,2,0,0,4,1,1,0,11,16,-3,0,-1,-1,2,0,0,2,-0.3053211982,0.2138043824,-0.2710749176,-0.4854613208,-0.6332583183,-2.6722429774,1.2090666336,0.9537707423,1.0904974818,86,2,2,0,0,4,1,0,0,0,0,0,0,0,16,172,0,2
33.7,86,17.5,2,0,1,0,1,1,0,11,16,12.5,0,-1,0,-2,0,0,2,0.3669193416,0.2138043824,1.0006756378,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,86,17.5,2,0,1,0,1,0,0,0,0,0,0,0,0,172,0,2
61.5,87,50,3,0,1,0,1,1,0,11,17,45,1,-1,0,-2,0,0,3,1.7826986603,0.2375104425,3.667249383,0.339881626,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,87,50,3,0,1,0,1,0,0,0,0,0,0,0,0,261,0,3
32.5,87,7,4,1,1,0,1,1,0,11,17,2,2,0,0,-2,0,0,4.5,0.3058065652,0.2375104425,0.139167197,1.1652245729,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,87,7,4,1,1,0,1,0,0,0,0,0,0,0,0,348,87,4
21,88,0,3,0,1,3,0,1,0,11,18,-5,1,-1,0,1,-1,0,3,-0.2798575414,0.2612165025,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,88,0,3,0,1,3,0,0,0,0,0,0,0,0,9,264,0,3
30.5,89,0,2,0,1,4,1,1,0,11,19,-5,0,-1,0,2,0,0,2,0.203951938,0.2849225626,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,1.2090666336,0.9537707423,1.0904974818,89,0,2,0,1,4,1,0,0,0,0,0,0,0,16,178,0,2
31,91,5.7,3,0,1,1,1,1,0,11,21,0.7,1,-1,0,-1,0,0,3,0.2294155948,0.3323346827,0.0325042472,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,91,5.7,3,0,1,1,1,0,0,0,0,0,0,0,1,273,0,3
27.9,92,4.8,3,1,0,0,1,1,0,11,22,-0.2,1,0,-1,-2,0,0,3.5,0.0715409226,0.3560407427,-0.0413393334,0.339881626,0.9709960881,-2.6722429774,-1.1053618032,0.9537707423,1.0904974818,92,4.8,3,1,0,0,1,0,0,0,0,0,0,0,0,276,92,3
21.8,92,0,3,1,1,2,0,1,0,11,22,-5,1,0,0,0,-1,0,3.5,-0.2391156905,0.3560407427,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,92,0,3,1,1,2,0,0,0,0,0,0,0,0,4,276,92,3
37.5,93,0,4,0,1,0,1,1,0,11,23,-5,2,-1,0,-2,0,0,4,0.5604431334,0.3797468028,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,93,0,4,0,1,0,1,0,0,0,0,0,0,0,0,372,0,4
53,95,30,2,0,1,0,1,1,0,11,25,25,0,-1,0,-2,0,0,2,1.3498164945,0.4271589229,2.0262809244,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,95,30,2,0,1,0,1,0,0,0,0,0,0,0,0,190,0,2
29.5,95,0,3,0,1,2,1,1,0,11,25,-5,1,-1,0,0,0,0,3,0.1530246244,0.4271589229,-0.4351717635,0.339881626,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,95,0,3,0,1,2,1,0,0,0,0,0,0,0,4,285,0,3
19.9,95,0,3,1,1,1,0,1,0,11,25,-5,1,0,0,-1,-1,0,3.5,-0.3358775864,0.4271589229,-0.4351717635,0.339881626,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,95,0,3,1,1,1,0,0,0,0,0,0,0,0,1,285,95,3
28,98,51,3,0,1,1,1,1,0,11,28,46,1,-1,0,-1,0,0,3,0.0766336539,0.4982771031,3.7492978059,0.339881626,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,98,51,3,0,1,1,1,0,0,0,0,0,0,0,1,294,0,3
39.5,99,20,3,1,1,0,1,1,0,11,29,15,1,0,0,-2,0,0,3.5,0.6622977606,0.5219831631,1.2057966951,0.339881626,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,99,20,3,1,1,0,1,0,0,0,0,0,0,0,0,297,99,3
33.9,100,0,4,0,1,1,1,1,0,11,30,-5,2,-1,0,-1,0,0,4,0.3771048043,0.5456892232,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,100,0,4,0,1,1,1,0,0,0,0,0,0,0,1,400,0,4
25.9,100,0,4,1,1,5,1,1,0,11,30,-5,2,0,0,3,0,0,4.5,-0.0303137047,0.5456892232,-0.4351717635,1.1652245729,0.9709960881,-0.2942849861,1.7876737428,0.9537707423,1.0904974818,100,0,4,1,1,5,1,0,0,0,0,0,0,0,25,400,100,4
36,105,17,2,0,2,0,1,1,0,11,35,12,0,-1,1,-2,0,0,2,0.4840521629,0.6642195235,0.9596514263,-0.4854613208,-0.6332583183,2.0836730051,-1.1053618032,0.9537707423,1.0904974818,105,17,2,0,2,0,1,0,0,0,0,0,0,0,0,210,0,2
33,111,4,4,1,1,4,0,1,0,11,41,-1,2,0,0,2,-1,0,4.5,0.3312702221,0.8064558838,-0.1069780718,1.1652245729,0.9709960881,-0.2942849861,1.2090666336,-1.0477242781,1.0904974818,111,4,4,1,1,4,0,0,0,0,0,0,0,0,16,444,111,4
35.3,114,0,4,1,1,4,1,1,0,11,44,-5,2,0,0,2,0,0,4.5,0.4484030434,0.877574064,-0.4351717635,1.1652245729,0.9709960881,-0.2942849861,1.2090666336,0.9537707423,1.0904974818,114,0,4,1,1,4,1,0,0,0,0,0,0,0,16,456,114,4
46,120,6,4,1,1,2,1,1,0,11,50,1,2,0,0,0,0,0,4.5,0.9933252992,1.0198104244,0.0571187741,1.1652245729,0.9709960881,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,120,6,4,1,1,2,1,0,0,0,0,0,0,0,4,480,120,4
29.6,120,0,4,0,1,2,0,1,0,11,50,-5,2,-1,0,0,-1,0,4,0.1581173557,1.0198104244,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,120,0,4,0,1,2,0,0,0,0,0,0,0,0,4,480,0,4
32,123,2,4,1,1,2,0,1,0,11,53,-3,2,0,0,0,-1,0,4.5,0.2803429084,1.0909286045,-0.2710749176,1.1652245729,0.9709960881,-0.2942849861,0.0518524152,-1.0477242781,1.0904974818,123,2,4,1,1,2,0,0,0,0,0,0,0,0,4,492,123,4
38.2,128,0,5,0,1,1,1,1,0,11,58,-5,3,-1,0,-1,0,0,5,0.5960922529,1.2094589048,-0.4351717635,1.9905675197,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,128,0,5,0,1,1,1,0,0,0,0,0,0,0,1,640,0,5
29.9,129,0,4,0,1,1,1,1,0,11,59,-5,2,-1,0,-1,0,0,4,0.1733955498,1.2331649649,-0.4351717635,1.1652245729,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,129,0,4,0,1,1,1,0,0,0,0,0,0,0,1,516,0,4
42,146,0,5,0,1,0,1,1,0,11,76,-5,3,-1,0,-2,0,0,5,0.7896160447,1.6361679859,-0.4351717635,1.9905675197,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,146,0,5,0,1,0,1,0,0,0,0,0,0,0,0,730,0,5
35.9,150,7,5,1,2,1,1,1,0,11,80,2,3,0,1,-1,0,0,5.5,0.4789594316,1.7309922261,0.139167197,1.9905675197,0.9709960881,2.0836730051,-0.526754694,0.9537707423,1.0904974818,150,7,5,1,2,1,1,0,0,0,0,0,0,0,1,750,150,5
55,151,0,4,1,2,2,1,1,0,11,81,-5,2,0,1,0,0,0,4.5,1.4516711218,1.7546982861,-0.4351717635,1.1652245729,0.9709960881,2.0836730051,0.0518524152,0.9537707423,1.0904974818,151,0,4,1,2,2,1,0,0,0,0,0,0,0,4,604,151,4
55,161,60,5,1,3,0,1,1,0,11,91,55,3,0,2,-2,0,0,5.5,1.4516711218,1.9917588867,4.4877336123,1.9905675197,0.9709960881,4.4616309964,-1.1053618032,0.9537707423,1.0904974818,161,60,5,1,3,0,1,0,0,0,0,0,0,0,0,805,161,5
80,174,198,5,0,2,5,1,1,0,11,104,193,3,-1,1,3,0,0,5,2.7248539624,2.2999376675,15.8104159765,1.9905675197,-0.6332583183,2.0836730051,1.7876737428,0.9537707423,1.0904974818,174,198,5,0,2,5,1,0,0,0,0,0,0,0,25,870,0,5
70,174,25.2,6,1,3,1,1,1,0,11,104,20.2,4,0,2,-1,0,0,6.5,2.2155808261,2.2999376675,1.6324484943,2.8159104666,0.9709960881,4.4616309964,-0.526754694,0.9537707423,1.0904974818,174,25.2,6,1,3,1,1,0,0,0,0,0,0,0,1,1044,174,6
65,180,0,4,0,2,5,0,1,0,11,110,-5,2,-1,1,3,-1,0,4,1.960944258,2.4421740278,-0.4351717635,1.1652245729,-0.6332583183,2.0836730051,1.7876737428,-1.0477242781,1.0904974818,180,0,4,0,2,5,0,0,0,0,0,0,0,0,25,720,0,4
8.5,23,0,1,0,1,1,0,1,0,12,-47,-5,-1,-1,0,-1,-1,0,1,-0.9164489617,-1.2796774012,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,23,0,1,0,1,1,0,0,0,0,0,0,0,0,1,23,0,1
10.5,25,0,1,0,1,1,0,1,0,12,-45,-5,-1,-1,0,-1,-1,0,1,-0.8145943345,-1.2322652811,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,25,0,1,0,1,1,0,0,0,0,0,0,0,0,1,25,0,1
10,25,0,1,0,1,0,1,1,0,12,-45,-5,-1,-1,0,-2,0,0,1,-0.8400579913,-1.2322652811,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,25,0,1,0,1,0,1,0,0,0,0,0,0,0,0,25,0,1
10.8,28,2.5,1,0,1,2,1,1,0,12,-42,-2.5,-1,-1,0,0,0,0,1,-0.7993161404,-1.1611471009,-0.2300507062,-1.3108042676,-0.6332583183,-0.2942849861,0.0518524152,0.9537707423,1.0904974818,28,2.5,1,0,1,2,1,0,0,0,0,0,0,0,4,28,0,1
11.9,28,6,1,0,1,1,1,1,0,12,-42,1,-1,-1,0,-1,0,0,1,-0.7432960954,-1.1611471009,0.0571187741,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,28,6,1,0,1,1,1,0,0,0,0,0,0,0,1,28,0,1
9.5,28,0,1,0,1,0,1,1,0,12,-42,-5,-1,-1,0,-2,0,0,1,-0.8655216481,-1.1611471009,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,28,0,1,0,1,0,1,0,0,0,0,0,0,0,0,28,0,1
11.9,32,0,1,0,1,1,0,1,0,12,-38,-5,-1,-1,0,-1,-1,0,1,-0.7432960954,-1.0663228607,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,32,0,1,0,1,1,0,0,0,0,0,0,0,0,1,32,0,1
8.7,32,0,1,0,1,1,0,1,0,12,-38,-5,-1,-1,0,-1,-1,0,1,-0.906263499,-1.0663228607,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,32,0,1,0,1,1,0,0,0,0,0,0,0,0,1,32,0,1
10.5,33,0,2,0,1,1,1,1,0,12,-37,-5,0,-1,0,-1,0,0,2,-0.8145943345,-1.0426168007,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,33,0,2,0,1,1,1,0,0,0,0,0,0,0,1,66,0,2
17.9,34,14,1,0,1,0,1,1,0,12,-36,9,-1,-1,0,-2,0,0,1,-0.4377322137,-1.0189107406,0.7135061575,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,34,14,1,0,1,0,1,0,0,0,0,0,0,0,0,34,0,1
11.9,38,0,1,0,1,3,0,1,0,12,-32,-5,-1,-1,0,1,-1,0,1,-0.7432960954,-0.9240865004,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,38,0,1,0,1,3,0,0,0,0,0,0,0,0,9,38,0,1
16.7,38,0,2,1,1,0,1,1,0,12,-32,-5,0,0,0,-2,0,0,2.5,-0.49884499,-0.9240865004,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,38,0,2,1,1,0,1,0,0,0,0,0,0,0,0,76,38,2
17.9,38,6,2,1,1,0,1,1,0,12,-32,1,0,0,0,-2,0,0,2.5,-0.4377322137,-0.9240865004,0.0571187741,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,38,6,2,1,1,0,1,0,0,0,0,0,0,0,0,76,38,2
14.4,39,0,2,1,1,1,0,1,0,12,-31,-5,0,0,0,-1,-1,0,2.5,-0.6159778113,-0.9003804403,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,39,0,2,1,1,1,0,0,0,0,0,0,0,0,1,78,39,2
10.9,40,0,1,0,1,0,1,1,0,12,-30,-5,-1,-1,0,-2,0,0,1,-0.794223409,-0.8766743803,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,40,0,1,0,1,0,1,0,0,0,0,0,0,0,0,40,0,1
12.5,41,0,2,1,1,0,1,1,0,12,-29,-5,0,0,0,-2,0,0,2.5,-0.7127397072,-0.8529683202,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,41,0,2,1,1,0,1,0,0,0,0,0,0,0,0,82,41,2
12.7,42,0,1,0,1,3,0,1,0,12,-28,-5,-1,-1,0,1,-1,0,1,-0.7025542445,-0.8292622601,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,0.6304595244,-1.0477242781,1.0904974818,42,0,1,0,1,3,0,0,0,0,0,0,0,0,9,42,0,1
11.9,42,0,1,0,1,1,1,1,0,12,-28,-5,-1,-1,0,-1,0,0,1,-0.7432960954,-0.8292622601,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,42,0,1,0,1,1,1,0,0,0,0,0,0,0,1,42,0,1
14.9,42,0,2,1,1,0,0,1,0,12,-28,-5,0,0,0,-2,-1,0,2.5,-0.5905141545,-0.8292622601,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,42,0,2,1,1,0,0,0,0,0,0,0,0,0,0,84,42,2
14.5,43,0,1,0,1,1,1,1,0,12,-27,-5,-1,-1,0,-1,0,0,1,-0.61088508,-0.8055562001,-0.4351717635,-1.3108042676,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,43,0,1,0,1,1,1,0,0,0,0,0,0,0,1,43,0,1
17.5,43,9,2,1,1,7,1,1,0,12,-27,4,0,0,0,5,0,0,2.5,-0.4581031391,-0.8055562001,0.3032640429,-0.4854613208,0.9709960881,-0.2942849861,2.9448879613,0.9537707423,1.0904974818,43,9,2,1,1,7,1,0,0,0,0,0,0,0,49,86,43,2
18.5,43,5,2,0,1,1,1,1,0,12,-27,0,0,-1,0,-1,0,0,2,-0.4071758255,-0.8055562001,-0.0249296488,-0.4854613208,-0.6332583183,-0.2942849861,-0.526754694,0.9537707423,1.0904974818,43,5,2,0,1,1,1,0,0,0,0,0,0,0,1,86,0,2
12.5,43,0,2,1,1,1,0,1,0,12,-27,-5,0,0,0,-1,-1,0,2.5,-0.7127397072,-0.8055562001,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-0.526754694,-1.0477242781,1.0904974818,43,0,2,1,1,1,0,0,0,0,0,0,0,0,1,86,43,2
15.9,44,0,2,1,1,0,0,1,0,12,-26,-5,0,0,0,-2,-1,0,2.5,-0.5395868409,-0.78185014,-0.4351717635,-0.4854613208,0.9709960881,-0.2942849861,-1.1053618032,-1.0477242781,1.0904974818,44,0,2,1,1,0,0,0,0,0,0,0,0,0,0,88,44,2
15.9,44,12,2,1,1,4,0,1,0,12,-26,7,0,0,0,2,-1,0,2.5,-0.5395868409,-0.78185014,0.5494093117,-0.4854613208,0.9709960881,-0.2942849861,1.2090666336,-1.0477242781,1.0904974818,44,12,2,1,1,4,0,0,0,0,0,0,0,0,16,88,44,2
15.9,44,0,2,0,1,0,1,1,0,12,-26,-5,0,-1,0,-2,0,0,2,-0.5395868409,-0.78185014,-0.4351717635,-0.4854613208,-0.6332583183,-0.2942849861,-1.1053618032,0.9537707423,1.0904974818,44,0,2,0,1,0,1,0,0,0,0,0,0,0,0,88,0,2
